unique_id,cnn_intrsctn_pkey,intrsctn_grp,intrsctn_type,case_id_pkey,accident_year,collision_date,collision_time,time_cat,day_of_week,special_cond,primary_rd,secondary_rd,distance,direction,intersection,weather_1,weather_2,location_type,ramp_intersection,side_of_hwy,tow_away,collision_severity,number_killed,number_injured,party_count,primary_coll_factor,pcf_viol_category,hit_and_run,type_of_collision,mviw,ped_action,road_surface,road_cond_1,road_cond_2,lighting,control_device,truck_accident,alcohol_involved,stwd_vehtype_at_fault,chp_vehtype_at_fault,count_severe_inj,count_visible_inj,count_complaint_pain,count_ped_killed,count_ped_injured,primary_ramp,secondary_ramp,party_number_ckey,party_type,at_fault,party_sex,party_age,party_sobriety,party_drug_physical,dir_of_travel,party_safety_equip_1,party_safety_equip_2,sp_info_1,sp_info_2,sp_info_3,oaf_violation_code,oaf_viol_cat,oaf_viol_section,oaf_violation_suffix,oaf_1,oaf_2,party_number_killed,party_number_injured,move_pre_acc,vehicle_year,vehicle_make,stwd_vehicle_type,inattention,mv_involved,col_comb,dph_col_type,dph_col_grp
75,20210000,0,INTERSECTIONS,5377883,2011,20111004,1916,D,2,0,PALOU AV,LANE ST,0,,Y,B,-,,,,N,4,0,1,2,A,12,F,G,B,B,A,H,-,B,C,,,A,1,0,0,1,0,1,-,-,1,1,Y,-,998,G,G,W,-,-,-,-,-,-,-,,,N,-,0,0,B,,-,A,,,1 2,E,BB
76,20213000,0,INTERSECTIONS,6083794,2012,20120311,357,,7,0,3RD ST,MCKINNON AV,0,,Y,B,-,,,,N,4,0,2,2,A,11,N,G,B,B,A,H,-,C,A,,Y,N,60,0,0,2,0,1,-,-,2,1,N,M,42,A,-,S,M,P,-,3,-,-,-,,,N,-,0,1,B,1999,HARLEY-DAVIDSON,C,,,1 2,E,BB
77,20213000,0,INTERSECTIONS,4931811,2010,20101112,1955,D,5,0,3RD ST,MCKINNON,120,N,N,A,-,,,,,3,0,1,2,C,18,N,G,B,D,A,H,-,C,D,,,-,- ,0,1,0,0,1,-,-,1,2,N,M,19,A,-,-,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
78,20213000,0,INTERSECTIONS,6083794,2012,20120311,357,,7,0,3RD ST,MCKINNON AV,0,,Y,B,-,,,,N,4,0,2,2,A,11,N,G,B,B,A,H,-,C,A,,Y,N,60,0,0,2,0,1,-,-,1,2,Y,M,998,B,-,E,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2,E,BB
79,20213000,0,INTERSECTIONS,4931811,2010,20101112,1955,D,5,0,3RD ST,MCKINNON,120,N,N,A,-,,,,,3,0,1,2,C,18,N,G,B,D,A,H,-,C,D,,,-,- ,0,1,0,0,1,-,-,2,1,N,M,41,A,-,S,-,-,-,-,-,-,-,,,-,-,0,0,B,2007,OTHER - BUS,-,,,1 2,E,BB
80,20215000,0,INTERSECTIONS,4775276,2010,20100521,2122,D,5,0,HUDSON AV,MENDELL ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,F,A,B,B,A,H,-,C,D,,Y,-,- ,0,0,1,0,1,-,-,2,2,N,F,19,H,H,N,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
81,20215000,0,INTERSECTIONS,4775276,2010,20100521,2122,D,5,0,HUDSON AV,MENDELL ST,0,,Y,A,-,,,,N,4,0,1,2,A,10,F,A,B,B,A,H,-,C,D,,Y,-,- ,0,0,1,0,1,-,-,1,1,N,-,998,D,-,W,-,-,-,-,-,-,-,,,N,-,0,0,B,,-,-,,,1 2,E,BB
82,20216000,0,INTERSECTIONS,4817553,2010,20100720,1819,D,2,0,INNES AV,MENDELL ST,290,E,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,1,0,0,1,-,-,1,2,Y,M,8,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
83,20216000,0,INTERSECTIONS,4817553,2010,20100720,1819,D,2,0,INNES AV,MENDELL ST,290,E,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,N,60,0,1,0,0,1,-,-,2,1,N,M,41,A,-,E,M,G,-,2,-,-,-,,,N,-,0,0,-,2001,LEXUS,A,,,1 2,E,BB
84,20219000,0,INTERSECTIONS,2382597,2005,20051004,927,A,2,0,3RD ST,JERROLD ST,10,N,N,A,-,,,,N,4,0,1,2,A,3,N,G,B,B,A,G,-,A,A,,,J,43,0,0,1,0,1,-,-,1,1,Y,M,46,A,-,E,P,C,-,3,-,-,-,,,E,-,0,0,E,1981,FORD,J,,,1 2,E,BB
85,20219000,0,INTERSECTIONS,2802545,2006,20060918,1748,C,1,0,JERROLD AV,3RD ST,0,,Y,A,-,,,,N,4,0,1,2,A,12,N,D,C,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,M,54,A,-,E,-,-,-,-,-,-,-,,,-,-,0,0,B,2001,FORD,-,,,1 2,E,BB
86,20219000,0,INTERSECTIONS,2382597,2005,20051004,927,A,2,0,3RD ST,JERROLD ST,10,N,N,A,-,,,,N,4,0,1,2,A,3,N,G,B,B,A,G,-,A,A,,,J,43,0,0,1,0,1,-,-,2,2,N,M,60,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
87,20219000,0,INTERSECTIONS,2802545,2006,20060918,1748,C,1,0,JERROLD AV,3RD ST,0,,Y,A,-,,,,N,4,0,1,2,A,12,N,D,C,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,71,A,-,N,-,-,-,-,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
88,20223000,0,INTERSECTIONS,2188623,2005,20050808,1953,D,1,0,KIRKWOOD ST,3RD ST,10,W,N,B,-,,,,N,3,0,1,2,A,-,N,G,B,B,A,H,-,A,A,,,N,,0,1,0,0,1,-,-,1,2,Y,F,14,A,-,S,-,-,-,-,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
89,20223000,0,INTERSECTIONS,2188623,2005,20050808,1953,D,1,0,KIRKWOOD ST,3RD ST,10,W,N,B,-,,,,N,3,0,1,2,A,-,N,G,B,B,A,H,-,A,A,,,N,,0,1,0,0,1,-,-,2,1,N,M,23,A,-,E,G,-,-,-,-,-,-,,,N,-,0,0,B,1994,OLDSMOBILE,A,,,1 2,E,BB
90,20224000,0,INTERSECTIONS,5303249,2011,20110803,1210,B,3,0,3RD ST,LA SALLE AV,0,,Y,A,-,,,,Y,2,0,3,3,A,7,F,G,B,F,A,H,-,A,A,,Y,A,1,1,1,1,0,2,-,-,3,2,N,M,32,H,H,-,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
91,20224000,0,INTERSECTIONS,5303249,2011,20110803,1210,B,3,0,3RD ST,LA SALLE AV,0,,Y,A,-,,,,Y,2,0,3,3,A,7,F,G,B,F,A,H,-,A,A,,Y,A,1,1,1,1,0,2,-,-,1,1,Y,M,49,B,-,S,M,B,-,3,-,,19,20001,A,A,-,0,1,D,2000,HYUNDAI,A,,,1 2,E,BB
92,20224000,0,INTERSECTIONS,5303249,2011,20110803,1210,B,3,0,3RD ST,LA SALLE AV,0,,Y,A,-,,,,Y,2,0,3,3,A,7,F,G,B,F,A,H,-,A,A,,Y,A,1,1,1,1,0,2,-,-,2,2,N,M,61,H,H,-,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
93,20227000,0,INTERSECTIONS,5358780,2011,20110920,830,A,2,0,HUDSON AV,3RD ST,15,E,N,A,-,,,,N,3,0,1,3,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,3,1,N,M,50,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,B,2000,HYUNDAI,A,,,1 2,E,BB
94,20227000,0,INTERSECTIONS,5358780,2011,20110920,830,A,2,0,HUDSON AV,3RD ST,15,E,N,A,-,,,,N,3,0,1,3,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,F,36,A,-,S,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
95,20227000,0,INTERSECTIONS,5358780,2011,20110920,830,A,2,0,HUDSON AV,3RD ST,15,E,N,A,-,,,,N,3,0,1,3,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,2,2,N,M,2,A,-,S,-,-,-,3,-,-,-,,,N,-,0,0,R,,-,N,,,1 2,E,BB
96,20231000,0,INTERSECTIONS,2484836,2006,20060206,1908,D,1,0,GALVEZ AV,3RD ST,0,,Y,A,-,,,,N,3,0,1,2,A,10,F,G,B,D,A,H,-,C,A,,,-,-,0,1,0,0,1,-,-,1,1,Y,-,998,G,G,W,-,-,-,-,-,,19,20001,A,A,-,0,0,E,,-,-,,,1 2,E,BB
97,20231000,0,INTERSECTIONS,2776338,2006,20060809,1707,C,3,0,3RD ST,GALVEZ AV,16,S,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,G,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,F,65,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,E,2001,TOYOTA,-,,,1 2,E,BB
98,20231000,0,INTERSECTIONS,2484836,2006,20060206,1908,D,1,0,GALVEZ AV,3RD ST,0,,Y,A,-,,,,N,3,0,1,2,A,10,F,G,B,D,A,H,-,C,A,,,-,-,0,1,0,0,1,-,-,2,2,N,M,80,A,-,N,-,-,-,-,-,-,-,,,-,-,0,1,R,,-,N,,,1 2,E,BB
99,20231000,0,INTERSECTIONS,2776338,2006,20060809,1707,C,3,0,3RD ST,GALVEZ AV,16,S,N,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,G,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,46,-,-,E,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
100,20236000,0,INTERSECTIONS,4756140,2011,20110503,1435,C,2,0,NEWHALL ST,EVANS AV,21,S,N,A,-,,,,,4,0,1,2,A,10,N,G,B,D,A,H,-,A,D,,,A,8,0,0,1,0,1,-,-,2,2,N,F,38,A,-,W,-,-,-,3,-,-,-,,,F,-,0,1,B,,-,N,-,,1 2,E,BB
101,20236000,0,INTERSECTIONS,4756140,2011,20110503,1435,C,2,0,NEWHALL ST,EVANS AV,21,S,N,A,-,,,,,4,0,1,2,A,10,N,G,B,D,A,H,-,A,D,,,A,8,0,0,1,0,1,-,-,1,1,Y,F,23,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,D,2005,HONDA,A,,,1 2,E,BB
102,20238000,0,INTERSECTIONS,2023873,2005,20050513,1800,C,5,0,FAIRFAX ST,3RD ST,14,W,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,0,1,0,1,-,-,1,2,Y,M,11,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
103,20238000,0,INTERSECTIONS,2023873,2005,20050513,1800,C,5,0,FAIRFAX ST,3RD ST,14,W,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,0,1,0,1,-,-,2,1,N,F,32,A,-,W,M,G,-,3,-,-,-,,,N,-,0,0,B,1992,HONDA,-,,,1 2,E,BB
104,20239000,0,INTERSECTIONS,5470682,2011,20111207,1802,D,3,0,3RD ST,EVANS AV,64,S,N,A,-,,,,N,2,0,1,2,A,11,N,G,B,D,A,H,-,C,A,,Y,N,60,1,0,0,0,1,-,-,1,2,Y,M,35,D,-,-,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,YES,2 5,E,BB
105,20239000,0,INTERSECTIONS,2624817,2006,20060121,720,A,6,0,3RD ST,EVANS AV,30,N,N,B,-,,,,Y,2,0,2,2,A,1,N,E,B,-,B,D,-,A,A,,Y,A,,1,1,0,0,1,-,-,2,2,N,M,51,A,-,W,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
106,20239000,0,INTERSECTIONS,5470682,2011,20111207,1802,D,3,0,3RD ST,EVANS AV,64,S,N,A,-,,,,N,2,0,1,2,A,11,N,G,B,D,A,H,-,C,A,,Y,N,60,1,0,0,0,1,-,-,2,5,N,-,998,A,-,N,-,-,-,3,-,-,-,,,N,-,0,0,B,1995,OTHER - BUS,I,,YES,2 5,E,BB
107,20239000,0,INTERSECTIONS,2624817,2006,20060121,720,A,6,0,3RD ST,EVANS AV,30,N,N,B,-,,,,Y,2,0,2,2,A,1,N,E,B,-,B,D,-,A,A,,Y,A,,1,1,0,0,1,-,-,1,1,Y,M,31,B,-,N,B,-,-,-,-,,25,22350,,A,-,0,1,B,1978,FORD,A,,,1 2,E,BB
108,20239000,0,INTERSECTIONS,4411353,2009,20090925,755,A,5,0,3RD ST,EVANS AV,0,,Y,A,-,,,,N,3,0,1,2,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,2,1,N,F,48,A,-,S,M,G,-,3,-,-,-,,,N,-,0,0,B,2001,TOYOTA,A,,,1 2,E,BB
109,20239000,0,INTERSECTIONS,3955435,2008,20081021,1843,D,2,0,3RD ST,EVANS AV,4,N,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,B,A,H,-,C,A,,,N,60,0,1,0,0,1,-,-,2,1,N,F,24,A,-,S,-,-,-,-,-,-,-,,,N,-,0,0,B,2006,CHEVROLET,A,,,1 2,E,BB
110,20239000,0,INTERSECTIONS,4411353,2009,20090925,755,A,5,0,3RD ST,EVANS AV,0,,Y,A,-,,,,N,3,0,1,2,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,M,19,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
111,20239000,0,INTERSECTIONS,3955435,2008,20081021,1843,D,2,0,3RD ST,EVANS AV,4,N,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,B,A,H,-,C,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,F,10,A,-,W,-,-,-,-,-,-,-,,,N,-,0,1,-,,-,N,,,1 2,E,BB
112,20239000,0,INTERSECTIONS,6104495,2012,20120412,939,,4,0,3RD ST,EVANS AV,2640,E,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,1,2,Y,M,63,G,G,W,-,-,-,-,-,-,-,,,-,-,0,1,B,,-,N,,,1 2,E,BB
113,20239000,0,INTERSECTIONS,6104495,2012,20120412,939,,4,0,3RD ST,EVANS AV,2640,E,N,A,-,,,,N,3,0,1,2,A,11,N,G,B,B,A,H,-,A,A,,,N,60,0,1,0,0,1,-,-,2,1,N,F,27,A,-,S,M,G,-,-,-,-,-,,,-,-,0,0,B,1993,INFINITI,A,,,1 2,E,BB
114,20241000,0,INTERSECTIONS,6143778,2012,20120519,1736,,6,0,EVANS AV,PHELPS ST,317,W,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,E,A,H,-,A,D,,,N,60,0,0,1,0,1,-,-,2,1,N,M,22,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,G,2006,LINCOLN,A,,,1 2,E,BB
115,20241000,0,INTERSECTIONS,6143778,2012,20120519,1736,,6,0,EVANS AV,PHELPS ST,317,W,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,E,A,H,-,A,D,,,N,60,0,0,1,0,1,-,-,1,2,Y,M,45,A,-,S,-,-,-,3,-,,35,21954,A,A,N,0,1,B,,-,N,,,1 2,E,BB
116,20250000,0,INTERSECTIONS,3218011,2007,20070531,1530,C,4,0,MARIN ST,3RD ST,0,,Y,A,-,,,,Y,3,0,1,2,A,8,F,G,B,D,A,H,-,A,A,,,-,-,0,1,0,0,1,-,-,1,1,Y,M,54,A,-,E,M,G,-,-,-,,19,20001,A,A,-,0,0,D,1993,INTERNATIONAL HARVESTER,-,,,1 2,E,BB
117,20250000,0,INTERSECTIONS,5084763,2011,20110311,1205,B,5,0,3RD ST,MARIN,79,S,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,-,,0,0,1,0,1,-,-,1,2,Y,M,39,A,-,W,-,-,-,D,-,-,-,,,M,-,0,1,R,,-,-,,,1 2,E,BB
118,20250000,0,INTERSECTIONS,3218011,2007,20070531,1530,C,4,0,MARIN ST,3RD ST,0,,Y,A,-,,,,Y,3,0,1,2,A,8,F,G,B,D,A,H,-,A,A,,,-,-,0,1,0,0,1,-,-,2,2,N,M,998,-,,S,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
119,20250000,0,INTERSECTIONS,5084763,2011,20110311,1205,B,5,0,3RD ST,MARIN,79,S,N,A,-,,,,N,4,0,1,2,A,11,N,G,B,D,A,H,-,A,D,,,-,,0,0,1,0,1,-,-,2,1,N,M,47,A,-,N,G,-,-,D,-,-,-,,,N,-,0,0,B,2008,OTHER - TRUCK,-,,,1 2,E,BB
120,20258000,0,INTERSECTIONS,6049389,2012,20121111,1735,,7,0,ALANA WY,EXECUTIVE PARK BL,280,W,N,A,-,,,,Y,3,0,3,3,A,11,N,G,B,E,A,G,-,C,D,,,N,60,0,2,1,0,2,-,-,3,2,N,F,26,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
121,20258000,0,INTERSECTIONS,6049389,2012,20121111,1735,,7,0,ALANA WY,EXECUTIVE PARK BL,280,W,N,A,-,,,,Y,3,0,3,3,A,11,N,G,B,E,A,G,-,C,D,,,N,60,0,2,1,0,2,-,-,1,2,Y,M,36,G,G,W,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
122,20258000,0,INTERSECTIONS,6049389,2012,20121111,1735,,7,0,ALANA WY,EXECUTIVE PARK BL,280,W,N,A,-,,,,Y,3,0,3,3,A,11,N,G,B,E,A,G,-,C,D,,,N,60,0,2,1,0,2,-,-,2,1,N,M,51,G,G,W,P,W,-,3,-,,25,22350,,A,G,0,1,B,2002,HARLEY-DAVIDSON,C,,,1 2,E,BB
123,20289000,0,INTERSECTIONS,6068188,2012,20120916,1633,,7,0,BLANKEN AV,TUNNEL AV,0,,Y,A,-,,,,N,3,0,1,2,C,18,N,G,B,D,A,H,-,A,D,,,-,-,0,1,0,0,1,-,-,1,2,N,F,58,A,-,S,-,-,-,3,-,-,-,,,F,-,0,1,-,,-,N,-,,1 2,E,BB
124,20289000,0,INTERSECTIONS,6068188,2012,20120916,1633,,7,0,BLANKEN AV,TUNNEL AV,0,,Y,A,-,,,,N,3,0,1,2,C,18,N,G,B,D,A,H,-,A,D,,,-,-,0,1,0,0,1,-,-,2,1,N,M,33,A,-,E,M,-,-,3,-,-,-,,,G,-,0,0,B,1998,HONDA,-,,,1 2,E,BB
125,20291000,0,INTERSECTIONS,2056121,2005,20050605,1350,B,7,0,RT 101,3RD ST,1000,N,N,A,-,H,-,N,Y,3,0,2,2,A,3,N,E,I,F,A,H,-,A,D,,,A,1,0,1,1,0,1,-,-,2,2,N,M,25,A,-,N,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2,E,BB
126,20291000,0,INTERSECTIONS,2056121,2005,20050605,1350,B,7,0,RT 101,3RD ST,1000,N,N,A,-,H,-,N,Y,3,0,2,2,A,3,N,E,I,F,A,H,-,A,D,,,A,1,0,1,1,0,1,-,-,1,1,Y,M,54,A,-,N,L,G,-,3,-,-,-,,,N,-,0,1,B,1999,HONDA,A,,,1 2,E,BB
127,20291000,0,INTERSECTIONS,3772333,2007,20071001,25,E,1,0,RT 101,3RD,135,N,N,B,-,H,-,S,Y,1,1,2,3,A,1,N,B,C,E,A,D,-,C,D,,Y,A,7,0,2,0,1,1,-,-,2,2,N,M,25,-,,S,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,N,,,1 2,E,BB
128,20291000,0,INTERSECTIONS,3772333,2007,20071001,25,E,1,0,RT 101,3RD,135,N,N,B,-,H,-,S,Y,1,1,2,3,A,1,N,B,C,E,A,D,-,C,D,,Y,A,7,0,2,0,1,1,-,-,1,1,Y,M,37,B,-,S,L,G,-,3,-,,25,22350,,A,-,0,1,B,2002,TOYOTA,A,,,1 2,E,BB
129,20291000,0,INTERSECTIONS,3772333,2007,20071001,25,E,1,0,RT 101,3RD,135,N,N,B,-,H,-,S,Y,1,1,2,3,A,1,N,B,C,E,A,D,-,C,D,,Y,A,7,0,2,0,1,1,-,-,3,2,N,M,25,-,,S,-,-,-,-,-,-,-,,,-,-,1,0,-,,-,N,,,1 2,E,BB
130,20298000,0,INTERSECTIONS,4882042,2010,20100824,944,A,2,0,SAN BRUNO AV 4100,ARLETA AV,123,S,N,A,-,,,,Y,2,0,5,7,C,18,N,A,B,F,A,H,-,A,D,,,-,- ,2,0,3,0,5,-,-,6,2,N,F,51,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2 3,E,BB
131,20298000,0,INTERSECTIONS,4989476,2010,20101202,1817,D,4,0,BAY SHORE BL,ARLETA AV,82,S,N,F,-,,,,N,3,0,1,2,A,8,F,B,B,E,B,H,-,C,D,,,-,- ,0,1,0,0,1,-,-,2,2,N,-,29,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
132,20298000,0,INTERSECTIONS,4882042,2010,20100824,944,A,2,0,SAN BRUNO AV 4100,ARLETA AV,123,S,N,A,-,,,,Y,2,0,5,7,C,18,N,A,B,F,A,H,-,A,D,,,-,- ,2,0,3,0,5,-,-,7,3,N,-,998,-,,-,-,-,-,-,-,-,-,,,-,-,0,0,-,1995,DODGE,A,,,1 2 3,E,BB
133,20298000,0,INTERSECTIONS,5377855,2011,20111021,725,A,5,0,BAYSHORE BL,ARLETA AV,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,2,2,N,F,64,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,B,,-,N,,,1 2,E,BB
134,20298000,0,INTERSECTIONS,4882042,2010,20100824,944,A,2,0,SAN BRUNO AV 4100,ARLETA AV,123,S,N,A,-,,,,Y,2,0,5,7,C,18,N,A,B,F,A,H,-,A,D,,,-,- ,2,0,3,0,5,-,-,5,2,N,F,83,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2 3,E,BB
135,20298000,0,INTERSECTIONS,2409294,2005,20051208,722,A,4,0,ARLETA AV,BAYSHORE BL,0,,Y,A,-,,,,N,4,0,1,2,D,0,N,G,B,D,A,H,-,B,A,,,-,-,0,0,1,0,1,-,-,1,1,N,F,998,G,G,W,B,-,-,-,-,-,-,,,N,-,0,0,-,,-,A,,,1 2,E,BB
136,20298000,0,INTERSECTIONS,4882042,2010,20100824,944,A,2,0,SAN BRUNO AV 4100,ARLETA AV,123,S,N,A,-,,,,Y,2,0,5,7,C,18,N,A,B,F,A,H,-,A,D,,,-,- ,2,0,3,0,5,-,-,4,2,N,M,59,A,-,E,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2 3,E,BB
137,20298000,0,INTERSECTIONS,4062904,2009,20090121,1818,D,3,0,BAYSHORE BL,ARLETA AV,26,S,N,A,B,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,C,D,,Y,N,60,0,1,0,0,1,-,-,2,1,N,F,57,A,-,S,M,-,-,-,-,-,-,,,E,-,0,0,B,2003,-,-,,,1 2,E,BB
138,20298000,0,INTERSECTIONS,4882042,2010,20100824,944,A,2,0,SAN BRUNO AV 4100,ARLETA AV,123,S,N,A,-,,,,Y,2,0,5,7,C,18,N,A,B,F,A,H,-,A,D,,,-,- ,2,0,3,0,5,-,-,3,2,N,F,49,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2 3,E,BB
139,20298000,0,INTERSECTIONS,2409294,2005,20051208,722,A,4,0,ARLETA AV,BAYSHORE BL,0,,Y,A,-,,,,N,4,0,1,2,D,0,N,G,B,D,A,H,-,B,A,,,-,-,0,0,1,0,1,-,-,2,2,N,M,11,A,-,S,-,-,-,-,-,-,-,,,-,-,0,1,-,,-,-,,,1 2,E,BB
140,20298000,0,INTERSECTIONS,4882042,2010,20100824,944,A,2,0,SAN BRUNO AV 4100,ARLETA AV,123,S,N,A,-,,,,Y,2,0,5,7,C,18,N,A,B,F,A,H,-,A,D,,,-,- ,2,0,3,0,5,-,-,1,1,N,F,24,A,-,S,M,G,-,3,-,-,-,,,K,-,0,0,B,1999,FORD,A,,,1 2 3,E,BB
141,20298000,0,INTERSECTIONS,4062904,2009,20090121,1818,D,3,0,BAYSHORE BL,ARLETA AV,26,S,N,A,B,,,,N,3,0,1,2,A,11,N,G,B,D,A,H,-,C,D,,Y,N,60,0,1,0,0,1,-,-,1,2,Y,M,64,C,F,E,-,-,-,-,-,-,-,,,-,-,0,1,L,,-,N,,,1 2,E,BB
142,20298000,0,INTERSECTIONS,4882042,2010,20100824,944,A,2,0,SAN BRUNO AV 4100,ARLETA AV,123,S,N,A,-,,,,Y,2,0,5,7,C,18,N,A,B,F,A,H,-,A,D,,,-,- ,2,0,3,0,5,-,-,2,2,N,F,23,A,-,W,-,-,-,3,-,-,-,,,N,-,0,1,R,,-,N,,,1 2 3,E,BB
143,20298000,0,INTERSECTIONS,5377855,2011,20111021,725,A,5,0,BAYSHORE BL,ARLETA AV,0,,Y,A,-,,,,N,4,0,1,2,A,10,N,G,B,B,A,H,-,A,A,,,-,-,0,0,1,0,1,-,-,1,1,Y,F,31,A,-,N,M,G,-,3,-,-,-,,,N,-,0,0,E,2002,TOYOTA,-,,,1 2,E,BB
144,20298000,0,INTERSECTIONS,4989476,2010,20101202,1817,D,4,0,BAY SHORE BL,ARLETA AV,82,S,N,F,-,,,,N,3,0,1,2,A,8,F,B,B,E,B,H,-,C,D,,,-,- ,0,1,0,0,1,-,-,1,1,Y,-,998,G,G,-,-,-,-,-,-,,43,26708,5,A,-,0,0,D,,-,-,,,1 2,E,BB
145,20298000,0,INTERSECTIONS,2629263,2006,20060217,820,A,5,0,ARLETA AV,BAYSHORE BL,10,W,N,B,-,,,,N,4,0,1,2,A,11,N,G,B,B,B,H,-,A,A,,,N,60,0,0,1,0,1,-,-,1,2,Y,M,52,A,-,N,-,-,-,3,-,-,-,,,-,-,0,1,R,,-,N,,,1 2,E,BB
146,20298000,0,INTERSECTIONS,4543415,2009,20091213,1930,D,7,0,BAY SHORE BL,ARLETA AV,2,S,N,A,-,,,,N,4,0,1,2,A,10,F,G,B,B,A,H,-,C,A,,,A,1,0,0,1,0,1,-,-,1,1,Y,-,998,-,-,N,M,B,-,-,-,-,-,,,N,-,0,0,E,,TOYOTA,A,,,1 2,E,BB
147,20298000,0,INTERSECTIONS,2629263,2006,20060217,820,A,5,0,ARLETA AV,BAYSHORE BL,10,W,N,B,-,,,,N,4,0,1,2,A,11,N,G,B,B,B,H,-,A,A,,,N,60,0,0,1,0,1,-,-,2,1,N,F,66,A,-,E,M,G,-,3,-,-,-,,,N,-,0,0,B,2002,VOLKSWAGEN,A,,,1 2,E,BB
148,20298000,0,INTERSECTIONS,2967427,2006,20061226,1748,C,2,0,ARLETA AV,SAN BRUNO AV,0,,Y,C,-,,,,N,4,0,1,2,A,11,N,H,B,B,B,H,-,C,A,,Y,N,60,0,0,1,0,1,-,-,2,1,N,F,28,C,-,E,-,-,-,-,-,-,-,,,-,-,0,0,-,1995,MERCURY,-,,,1 2,E,BB
