A,B,FT,STREETNAME,TYPE,MTYPE,DISTANCE,LANE_AM,LANE_OP,LANE_PM,EA_PCE,AM_PCE,MD_PCE,PM_PCE,EV_PCE,DAY_PCE
20748000,20692000,12,OAKDALE,AVE,SF,0.13,1,1,1,38.24531,387.26938,1033.92029,639.52722,630.9718,2729.93408
20748000,20695000,11,RANKIN,ST,SF,0.05,1,1,1,32.27365,188.43915,409.56781,128.00404,233.32323,991.60785
20748000,20749000,11,RANKIN,ST,SF,0.05,1,1,1,1.455,9.10959,46.58249,38.70909,23.41944,119.2756
20748000,20758000,12,OAKDALE,AVE,SF,0.13,1,1,1,211.72383,1184.58728,2939.2229,1535.87024,1794.92566,7666.33008
20749000,20691000,11,PALOU,AVE,SF,0.13,1,1,1,0,59.77221,149.72142,83.01951,116.70544,409.2186
20749000,20748000,11,RANKIN,ST,SF,0.05,1,1,1,1.66,31.02209,143.65538,61.77505,7.32286,245.43538
20749000,20751000,11,RANKIN,ST,SF,0.05,1,1,1,1.455,9.10959,46.58249,38.70909,23.41944,119.2756
20749000,20754000,11,PALOU,AVE,SF,0.13,1,1,1,3.62128,201.78917,544.71899,353.65503,117.03052,1220.81494
20751000,20694000,11,QUESADA,AVE,SF,0.09,1,1,1,0,0,0,0,0,0
20751000,20747000,11,RANKIN,ST,SF,0.05,1,1,1,1.455,9.10959,46.58249,38.70909,23.41944,119.2756
20751000,20749000,11,RANKIN,ST,SF,0.05,1,1,1,1.66,31.02209,145.11412,61.77505,7.32286,246.89412
20751000,20756000,11,QUESADA,AVE,SF,0.13,1,1,1,0,0,0,24.01277,0,24.01277
20753000,20757000,12,INDUSTRIAL,ST,SF,0.06,2,2,2,56.93932,550.29962,1281.92444,594.08954,760.50287,3243.75586
20753000,20788000,12,INDUSTRIAL,ST,SF,0.06801,2,2,2,130.41486,903.77686,2642.05859,1619.01941,1565.89734,6861.16699
20753000,33255000,11,REVERE,AVE,SF,0.11,1,1,1,1.62,3.9325,18.60357,6.77699,9.23321,40.16628
20754000,20749000,11,PALOU,AVE,SF,0.13,1,1,1,0,59.77221,149.72142,83.01951,116.70544,409.2186
20754000,20755000,11,PALOU,AVE,SF,0.04,1,1,1,3.62128,201.78917,543.26025,355.22409,117.03052,1220.92529
20754000,20756000,11,SELBY,ST,SF,0.05,1,1,1,1.59143,18.87973,54.65658,45.11128,39.33047,159.56949
20754000,20758000,11,SELBY,ST,SF,0.05,1,1,1,17.55564,217.12833,423.6741,230.70204,207.11438,1096.17444
20755000,20754000,11,PALOU,AVE,SF,0.04,1,1,1,0,59.77221,149.72142,83.01951,116.70544,409.2186
20755000,20757000,12,INDUSTRIAL,ST,SF,0.06345,2,2,2,111.90501,626.81097,1939.88196,1141.73315,1261.65527,5081.98633
20755000,20758000,12,INDUSTRIAL,ST,SF,0.07,2,2,2,56.75932,489.71741,1129.95911,510.0993,642.4624,2828.99756
20755000,20759000,11,PALOU,AVE,SF,0.04,1,1,1,0,0.3975,2.6805,14.03424,0.16611,17.27835
20756000,20751000,11,QUESADA,AVE,SF,0.13,1,1,1,0,0,0,0,0,0
20756000,20754000,11,SELBY,ST,SF,0.05,1,1,1,17.55564,217.12833,422.21536,232.27113,207.11438,1096.28479
20756000,20757000,11,QUESADA,AVE,SF,0.08,1,1,1,10.99786,96.43561,236.3716,138.31866,117.16131,599.28503
20756000,33255000,11,SELBY,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20757000,20753000,12,INDUSTRIAL,ST,SF,0.06537,2,2,2,122.90286,723.24658,2176.25366,1280.05176,1378.81653,5681.27148
20757000,20755000,12,INDUSTRIAL,ST,SF,0.06,2,2,2,56.75932,549.48962,1279.68054,593.11884,759.16785,3238.21606
20757000,20756000,11,QUESADA,AVE,SF,0.08,1,1,1,0.18,0.81,2.24393,0.97071,1.335,5.53964
20758000,20748000,12,OAKDALE,AVE,SF,0.13,1,1,1,71.29896,582.68561,1481.15588,797.57404,882.49158,3815.20605
20758000,20754000,11,SELBY,ST,SF,0.05,1,1,1,1.59143,18.87973,54.65658,45.11128,39.33047,159.56949
20758000,20755000,12,INDUSTRIAL,ST,SF,0.07,2,2,2,108.28372,425.41931,1399.30225,800.54327,1144.79089,3878.33936
20758000,20793000,11,SELBY,ST,SF,0.05,1,1,1,7.78,73.00083,130.62984,37.73225,33.76523,282.90814
20758000,20803000,12,OAKDALE,AVE,SF,0.13,1,1,1,141.89156,1022.39221,2371.68262,1231.90857,1158.02014,5925.89502
20759000,20755000,11,PALOU,AVE,SF,0.04,1,1,1,0,0,0,0,0,0
20759000,20760000,11,PALOU,AVE,SF,0.16,1,1,1,0,0.3975,2.6805,14.03424,0.16611,17.27835
20759000,20761000,11,DORMAN,AVE,SF,0.18,1,1,1,0,0,0,0,0,0
20760000,20759000,11,PALOU,AVE,SF,0.16,1,1,1,0,0,0,0,0,0
20760000,20804000,11,BARNEVELD,AVE,SF,0.04,1,1,1,56.90921,160.72563,502.10501,145.11089,416.95627,1281.80701
20760000,20809000,11,BARNEVELD,AVE,SF,0.03,1,1,1,63.65265,217.37022,504.76117,149.3024,293.28983,1228.37622
20761000,20759000,11,DORMAN,AVE,SF,0.18,1,1,1,0,0,0,0,0,0
20761000,20783000,11,BARNEVELD,AVE,SF,0.04,1,1,1,6.055,28.4222,74.55606,33.32222,38.89245,181.24792
20761000,20788000,11,BARNEVELD,AVE,SF,0.04,1,1,1,33.15738,82.90084,496.31879,272.25247,353.37479,1238.00427
20762000,20737000,11,AUGUSTA,ST,SF,0.03,1,1,1,5.26895,145.77081,528.71692,309.66092,233.38297,1222.80054
20762000,20763000,11,WATERVILLE,ST,SF,0.02,1,1,1,26.19597,170.45607,539.73041,322.62729,244.93433,1303.94409
20762000,20766000,11,AUGUSTA,ST,SF,0.05,1,1,1,8.92739,406.46225,942.6554,486.48709,257.35538,2101.88745
20762000,20767000,11,WATERVILLE,ST,SF,0.1,1,1,1,30.8925,347.51334,858.55231,530.58002,573.12445,2340.6626
20763000,20737000,12,SILVER,AVE,SF,0.03,1,1,1,101.69981,606.28979,1599.68506,607.03839,1173.19141,4087.90454
20763000,20739000,12,SILVER,AVE,SF,0.01,1,1,1,147.03661,566.83832,1789.68274,1012.70142,1188.15015,4704.40918
20763000,20762000,11,WATERVILLE,ST,SF,0.02,1,1,1,33.64428,540.52661,1316.58069,751.64435,656.92902,3299.32495
20764000,20739000,12,SILVER,AVE,SF,0.05,1,1,1,164.91135,1140.72388,3199.16455,1519.40869,2423.10815,8447.31641
20764000,20765000,12,SILVER,AVE,SF,0.06,1,1,1,218.59212,905.43152,2117.50171,1118.23914,1591.02759,5950.79199
20764000,20766000,11,ELMIRA,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20765000,20656000,12,SILVER,AVE,SF,0.02,1,1,1,218.59212,905.43152,2117.50171,1118.23914,1591.02759,5950.79199
20765000,20764000,12,SILVER,AVE,SF,0.06,1,1,1,164.91135,1140.72388,3199.16455,1519.40869,2423.10815,8447.31641
20765000,20769000,11,CHARTER OAK,AVE,SF,0.08,1,1,1,0,0,0,0,0,0
20766000,20762000,11,AUGUSTA,ST,SF,0.05,1,1,1,8.27502,226.39497,884.14142,555.20612,372.05414,2046.07166
20766000,20764000,11,ELMIRA,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20766000,20769000,11,AUGUSTA,ST,SF,0.05,1,1,1,8.92739,406.46225,942.6554,486.48709,257.35538,2101.88745
20766000,51999000,11,ELMIRA,ST,SF,0.13,1,1,1,0,0,0,0,0,0
20767000,20745000,11,CONKLING,ST,SF,0.12,1,1,1,0,0,0,0,0,0
20767000,20762000,11,WATERVILLE,ST,SF,0.1,1,1,1,25.17489,137.89302,334.98895,174.88098,164.75235,837.69019
20767000,51667000,11,WATERVILLE,ST,SF,0.03,1,1,1,0,0,0,0,0,0
20769000,20765000,11,CHARTER OAK,AVE,SF,0.08,1,1,1,0,0,0,0,0,0
20769000,20766000,11,AUGUSTA,ST,SF,0.05,1,1,1,8.27502,226.39497,884.14142,555.20612,372.05414,2046.07166
20769000,33270000,11,AUGUSTA,ST,SF,0.05,1,1,1,8.92739,406.46225,942.6554,486.48709,257.35538,2101.88745
20769000,51659000,11,CHARTER OAK,AVE,SF,0.05,1,1,1,0,0,0,0,0,0
20770000,20651000,4,SAN BRUNO,AVE,SF,0.09,1,1,1,131.66093,432.72876,1176.45154,559.9342,833.11664,3133.89209
20770000,20656000,12,SILVER,AVE,SF,0.06,2,2,2,451.6409,2549.98145,6265.20361,2911.74536,4067.77856,16246.34961
20770000,20771000,4,SAN BRUNO,AVE,SF,0.04,1,1,1,428.57236,1413.0321,3732.4917,1762.21143,2902.00732,10238.31445
20770000,33313000,12,SILVER,AVE,SF,0.06,1,1,1,96.20446,725.56458,2158.38965,1479.34924,1403.23865,5862.74658
20771000,20770000,4,SAN BRUNO,AVE,SF,0.04,1,1,1,78.1993,706.46588,1801.4314,974.31677,1066.39087,4626.8042
20771000,20772000,11,HALE,ST,SF,0.07,1,1,1,0,0,0,0,0,0
20771000,21010000,4,SAN BRUNO,AVE,SF,0.04,1,1,1,428.57236,1413.0321,3732.4917,1762.21143,2902.00732,10238.31445
20772000,20771000,11,HALE,ST,SF,0.07,1,1,1,0,0,0,0,0,0
20772000,20897000,11,BARNEVELD,AVE,SF,0.04,1,1,1,20.38876,176.91232,359.37625,196.94168,165.49174,919.11078
20772000,20907000,11,HALE,ST,SF,0.13,1,1,1,0,0,0,0,0,0
20772000,21009000,11,BARNEVELD,AVE,SF,0.04,1,1,1,118.79458,468.69351,986.0094,459.46512,684.23035,2717.19287
20773000,33270000,15,BAYSHORE,BLVD,SF,0.16,1,1,1,63.75118,512.99707,1781.30823,1211.28223,742.19641,4311.53516
20773000,33674000,15,BAYSHORE,BLVD,SF,0.12,3,3,3,87.55565,1621.74011,4343.63184,2627.69043,1171.82849,9852.44629
20773000,51665000,11,HELENA,ST,SF,0.03,1,1,1,0,0,0,0,0,0
20776000,20777000,11,HELENA,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20776000,33251000,11,ELMIRA,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20777000,20776000,11,HELENA,ST,SF,0.05,1,1,1,0,0,0,0,0,0
20777000,51660000,11,CHARTER OAK,AVE,SF,0.01,1,1,1,0,0,0,0,0,0
20779000,20785000,12,,ST,SF,0.04,2,2,2,55.00431,544.81464,1261.8031,588.26471,748.84961,3198.73633
20779000,20790000,11,LOOMIS,ST,SF,0.06,1,1,1,15.24821,24.93317,51.92909,32.14135,48.0308,172.28262
20779000,33674000,12,INDUSTRIAL,ST,SF,0.08,2,2,2,177.20361,1026.03687,3470.50122,2066.71631,2162.2229,8902.68066
20779000,51729000,11,BOUTWELL,ST,SF,0.13,1,1,1,0,0,0,0,0,0
20783000,20761000,11,BARNEVELD,AVE,SF,0.04,1,1,1,33.15738,82.90084,496.31879,272.25247,353.37479,1238.00427
20783000,20809000,11,BARNEVELD,AVE,SF,0.09,1,1,1,4.065,20.40578,55.52856,24.86116,28.90602,133.76651
20785000,20779000,12,INDUSTRIAL,ST,SF,0.04,2,2,2,155.35973,959.86462,3053.40601,1862.47437,1870.9519,7902.05664
20785000,20788000,12,INDUSTRIAL,ST,SF,0.05,2,2,2,55.00431,544.81464,1261.8031,588.26471,748.84961,3198.73633
20785000,51727000,11,CHARTER OAK,AVE,SF,0.12,1,1,1,0,0,0,0,0,0
20788000,20753000,12,INDUSTRIAL,ST,SF,0.07,2,2,2,58.55931,554.23212,1300.52795,600.86652,769.73608,3283.92188
20788000,20761000,11,BARNEVELD,AVE,SF,0.04,1,1,1,6.055,28.4222,74.55606,33.32222,38.89245,181.24792
20788000,20785000,12,INDUSTRIAL,ST,SF,0.05,2,2,2,155.35973,959.86462,3053.40601,1862.47437,1870.9519,7902.05664
20788000,33649000,11,SHAFTER,AVE,SF,0.03,1,1,1,4.7675,14.90916,48.27708,15.1955,29.64063,112.78988
20790000,20779000,11,LOOMIS,ST,SF,0.06,1,1,1,6.2,70.54581,233.69902,63.265,46.8009,420.51074
20790000,20791000,11,LOOMIS,ST,SF,0.21,1,1,1,0,0,0,1.79037,0,1.79037
20790000,21022000,11,WATERLOO,ST,SF,0.02,1,1,1,19.97322,37.29982,104.22271,65.28023,83.06735,309.84332
20791000,20790000,11,LOOMIS,ST,SF,0.21,1,1,1,0,0,0,0,0,0
20791000,20813000,11,LOOMIS,ST,SF,0.03,1,1,1,0,0,148.72411,139.5352,0,288.25931
20791000,20814000,11,FLOWER,ST,SF,0.04,1,1,1,0,0,0,0,0,0
20793000,20695000,11,NEWCOMB,AVE,SF,0.13,1,1,1,1.185,3.36571,11.66893,3.1425,6.65571,26.01786
20793000,20758000,11,SELBY,ST,SF,0.05,1,1,1,23.55974,83.16641,519.04755,363.77969,361.20853,1350.76196
20793000,20802000,11,NEWCOMB,AVE,SF,0.13,1,1,1,0,0,0,1.69862,0,1.69862
20793000,33629000,11,SELBY,ST,SF,0.05,1,1,1,8.995,76.04583,142.71249,46.07896,40.47023,314.30252
20794000,20796000,11,MILTON I ROSS,ST,SF,0.04,1,1,1,0,0,0,0,0,0
20794000,20799000,11,JERROLD,AVE,SF,0.03,2,2,2,150.5858,580.68158,1553.05774,647.35669,1099.34741,4031.0293
20795000,20724000,11,,AVE,SF,0.1,1,1,1,59.69074,199.21307,426.45129,122.13984,301.71924,1109.21423
20795000,20800000,11,KIRKWOOD,AVE,SF,0.01,1,1,1,0,0,0,0,0,0
20795000,33113000,11,MILTON I ROSS,ST,SF,0.04,1,1,1,0,0,0,0,0,0
20796000,20794000,11,MILTON I ROSS,ST,SF,0.04,1,1,1,6.36719,21.39025,62.02697,25.09101,56.66154,171.53696
20796000,33239000,11,INNES,AVE,SF,0.1,1,1,1,0,0,0,0,0,0
20798000,20800000,11,LETTUCE,LN,SF,0.05,1,1,1,0,0,0,0,0,0
20798000,33113000,11,JERROLD,AVE,SF,0.01,2,2,2,113.91807,265.6676,620.8714,201.20265,442.47229,1644.13196
20799000,20727000,11,TOLAND,ST,SF,0.11,1,1,1,3.91,15.14841,47.77761,16.07526,21.53991,104.45119
20799000,20798000,11,JERROLD,AVE,SF,0.02,2,2,2,113.91807,265.6676,620.8714,201.20265,442.47229,1644.13196
20799000,20801000,11,TOLAND,ST,SF,0.06,1,1,1,31.59192,80.2047,281.71539,107.8682,147.35255,648.73279
20799000,20808000,11,JERROLD,AVE,SF,0.11,1,1,1,131.59888,562.5882,1490.297,613.40607,1054.66711,3852.55713
20800000,20795000,11,KIRKWOOD,AVE,SF,0.01,1,1,1,0,0,0,0,0,0
20800000,20798000,11,LETTUCE,LN,SF,0.05,1,1,1,0,0,0,0,0,0
20801000,20799000,11,TOLAND,ST,SF,0.06,1,1,1,21.91,33.14841,86.77761,34.07526,55.53991,231.45119
20801000,20805000,11,TOLAND,ST,SF,0.1,1,1,1,31.59192,80.2047,281.71539,107.8682,147.35255,648.73279
20802000,20793000,11,NEWCOMB,AVE,SF,0.13,1,1,1,0,0,0,0,0,0
20802000,20803000,11,TOLAND,ST,SF,0.05,1,1,1,27.53,56.74036,188.81575,81.17989,108.26753,462.53354
20802000,20805000,11,TOLAND,ST,SF,0.05,1,1,1,24.8,42.12586,93.4691,23.43375,65.29,249.11871
20802000,20806000,11,NEWCOMB,AVE,SF,0.17,1,1,1,0,0,0,1.69862,0,1.69862
20803000,20758000,12,OAKDALE,AVE,SF,0.13,2,2,2,21.24714,147.77827,425.5235,272.41806,252.68718,1119.65417
20803000,20802000,11,TOLAND,ST,SF,0.05,1,1,1,24.8,42.12586,93.4691,23.43375,65.29,249.11871
20803000,20804000,12,OAKDALE,AVE,SF,0.11,1,1,1,157.76155,1041.16956,2450.00879,1282.20605,1199.11365,6130.25977
20804000,20760000,11,BARNEVELD,AVE,SF,0.04,1,1,1,63.65265,216.97272,502.08069,137.29941,293.12372,1213.12915
20804000,20803000,12,OAKDALE,AVE,SF,0.11,2,2,2,34.38714,151.94113,408.50314,264.96936,250.80324,1110.604
20804000,20810000,12,,AVE,SF,0.02,1,1,1,201.18578,1152.07056,2775.71729,1379.5481,1525.58533,7034.10693
20805000,20801000,11,TOLAND,ST,SF,0.1,1,1,1,21.91,33.14841,86.77761,34.07526,55.53991,231.45119
20805000,20802000,11,TOLAND,ST,SF,0.05,1,1,1,27.53,56.74036,188.81575,81.17989,108.26753,462.53354
20805000,20811000,11,MC KINNON,AVE,SF,0.11,1,1,1,0,0,0,0,0,0
20805000,33629000,11,MC KINNON,AVE,SF,0.12,1,1,1,3.525,9.44143,33.64714,10.15571,20.14393,76.91322
20806000,20802000,11,NEWCOMB,AVE,SF,0.17,1,1,1,0,0,0,0,0,0
20806000,20810000,11,BARNEVELD,AVE,SF,0.08,1,1,1,54.50264,221.86676,466.97791,243.39047,294.77472,1281.51245
20806000,20812000,11,BARNEVELD,AVE,SF,0.05,1,1,1,2.37,5.925,21.865,8.18612,13.035,51.38111
20807000,20725000,11,NAPOLEON,ST,SF,0.35,1,1,1,6.22342,0,0,0,0,6.22342
20807000,20808000,11,JERROLD,AVE,SF,0.12,1,1,1,96.80913,236.76761,542.9989,167.17726,384.35016,1428.10303
20807000,20822000,11,JERROLD,AVE,SF,0.05,1,1,1,203.06181,630.54584,1871.26331,877.95599,1212.79419,4795.62109
20808000,20799000,11,JERROLD,AVE,SF,0.11,1,1,1,95.50413,233.38762,531.33386,163.67226,377.21014,1401.10803
20808000,20807000,11,JERROLD,AVE,SF,0.12,1,1,1,132.90887,565.80817,1500.94263,616.6261,1061.20715,3877.49292
20808000,20811000,11,UPTON,ST,SF,0.16,1,1,1,0,0,0,0,0,0
20809000,20760000,11,BARNEVELD,AVE,SF,0.03,1,1,1,56.90921,160.72563,502.10501,143.07964,416.95627,1279.77576
20809000,20783000,11,BARNEVELD,AVE,SF,0.09,1,1,1,0.92,1.98,7.3125,3.11561,4.76555,18.09366
20810000,20804000,12,,AVE,SF,0.02,2,2,2,84.55479,319.0892,734.18719,354.49994,453.44232,1945.77344
20810000,20806000,11,BARNEVELD,AVE,SF,0.08,1,1,1,2.37,5.925,21.865,6.4875,13.035,49.6825
20810000,20813000,12,OAKDALE,AVE,SF,0.06,1,1,1,198.81577,1146.14551,2753.85229,1373.06055,1512.55029,6984.42432
20811000,20805000,11,MC KINNON,AVE,SF,0.11,1,1,1,0,0,0,0,0,0
20811000,20808000,11,UPTON,ST,SF,0.16,1,1,1,0,0,0,0,0,0
20811000,20812000,11,MC KINNON,AVE,SF,0.08,1,1,1,96.55235,269.36295,1204.00122,598.4801,844.33185,3012.72852
20812000,20806000,11,BARNEVELD,AVE,SF,0.05,1,1,1,54.50264,221.86676,466.97791,243.39047,294.77472,1281.51245
20812000,20811000,11,MC KINNON,AVE,SF,0.08,1,1,1,117.3895,498.86542,1178.75854,351.88583,711.77057,2858.66992
20812000,20813000,11,LOOMIS,ST,SF,0.11,1,1,1,26.5429,124.96219,796.68579,510.99707,408.82635,1868.01428
20812000,20822000,11,BARNEVELD,AVE,SF,0.18,1,1,1,72.76945,173.48682,683.23199,309.20541,467.47382,1706.16748
20813000,20791000,11,LOOMIS,ST,SF,0.03,1,1,1,0,0,0,0,0,0
20813000,20810000,12,OAKDALE,AVE,SF,0.06,2,2,2,30.05214,97.22244,267.20929,111.10945,158.6676,664.26093
20813000,20812000,11,LOOMIS,ST,SF,0.11,1,1,1,24.45695,165.42027,394.53442,120.23959,250.37563,955.02686
20813000,20817000,12,OAKDALE,AVE,SF,0.04,2,2,2,225.35867,1271.10779,3699.26196,2021.80249,1921.37671,9138.90723
20814000,20791000,11,FLOWER,ST,SF,0.04,1,1,1,0,0,0,0,0,0
20814000,20815000,11,FLOWER,ST,SF,0.02,1,1,1,0,0,0,0,0,0
20814000,20817000,11,PATTERSON,ST,SF,0.04,1,1,1,0,0,0,0,0,0
20815000,20814000,11,FLOWER,ST,SF,0.02,1,1,1,0,0,0,0,0,0
20815000,20816000,15,BAYSHORE,BLVD,SF,0.05,3,3,3,151.05789,1429.41443,3610.09937,2085.73267,1249.36621,8525.6709
20816000,20817000,12,OAKDALE,AVE,SF,0.03,2,2,2,54.50909,262.6427,661.74371,229.55867,409.04321,1617.49744
20816000,33284000,15,BAYSHORE,BLVD,SF,0.06,3,3,3,94.97189,444.06631,2097.84863,1445.0365,951.75891,5033.68213
20816000,33756000,15,BAYSHORE,BLVD,SF,0.2,3,3,3,277.36456,2226.72412,5580.09814,3227.0022,2189.79102,13500.98047
20817000,20813000,12,OAKDALE,AVE,SF,0.04,2,2,2,54.50909,262.6427,661.74371,229.55867,409.04321,1617.49744
20817000,20814000,11,PATTERSON,ST,SF,0.04,1,1,1,0,0,0,0,0,0
20817000,20816000,12,OAKDALE,AVE,SF,0.03,2,2,2,225.35867,1271.10779,3699.26196,2021.80249,1921.37671,9138.90723
20817000,50894000,11,PATTERSON,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20820000,20821000,11,HOLLADAY,AVE,SF,0.04,1,1,1,14.96857,92.95062,232.12894,112.85899,135.17242,588.07953
20820000,20830000,11,HOLLADAY,AVE,SF,0.1,1,1,1,12.39545,68.06548,180.49872,83.77792,116.69218,461.42975
20821000,20820000,11,HOLLADAY,AVE,SF,0.04,1,1,1,12.39545,68.06548,180.49872,83.77792,116.69218,461.42975
20821000,20827000,11,COSTA,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20821000,21090000,11,HOLLADAY,AVE,SF,0.03,1,1,1,15.35159,98.19379,238.35547,117.6226,138.93465,608.45807
20822000,20807000,11,JERROLD,AVE,SF,0.05,1,1,1,103.03255,236.64261,543.34137,167.41846,384.38016,1434.81519
20822000,20812000,11,BARNEVELD,AVE,SF,0.18,1,1,1,147.8252,578.47296,1505.25366,688.573,775.10303,3695.22778
20822000,33752000,11,,AVE,SF,0.06,2,2,2,270.56625,768.59656,2268.31665,964.36206,1634.46472,5906.30615
20824000,20730000,15,CESAR CHAVEZ,ST,SF,0.26,2,2,2,413.79807,1558.21008,3580.75854,1566.37439,2255.25684,9374.39746
20824000,33076000,11,KANSAS,ST,SF,0.08,1,1,1,120.23518,419.94571,918.66302,238.61185,508.91919,2206.375
20824000,33729000,15,CESAR CHAVEZ,ST,SF,0.05,2,2,2,356.23959,1006.69061,3965.71338,2066.92285,2951.24097,10346.80762
20824000,70013000,13,BIKE,PATH,SF,0.069,0,0,0,0,0,0,0,0,0
20825000,33277000,15,BAYSHORE,BLVD,SF,0.05,3,3,3,50.42898,232.91106,1030.3291,794.06201,379.85025,2487.5813
20825000,51871000,11,COSTA,ST,SF,0.02,1,1,1,0,0,0,0,0,0
20827000,20821000,11,COSTA,ST,SF,0.06,1,1,1,0.38302,5.24317,6.22653,4.76361,3.76222,20.37855
20827000,21093000,11,BREWSTER,ST,SF,0.03,1,1,1,0.0502,0.03221,0.01168,0.01189,0.18313,0.28911
20827000,33753000,11,BREWSTER,ST,SF,0.01,1,1,1,1.70321,19.13397,55.89801,42.32079,29.47856,148.53455
20828000,21112000,11,BREWSTER,ST,SF,0.04,1,1,1,18.11951,83.96915,151.42357,57.24053,104.09233,414.84509
20828000,21114000,11,RUTLEDGE,ST,SF,0.04,1,1,1,8.69496,52.80748,191.11348,122.55129,150.01945,525.18665
20830000,20820000,11,HOLLADAY,AVE,SF,0.1,1,1,1,14.96857,92.95062,232.12894,112.85899,135.17242,588.07953
20830000,21118000,11,YORK,ST,SF,0.06,1,1,1,12.39545,68.06548,180.48372,83.77792,116.67719,461.39975
20830000,33278000,11,HOLLADAY,AVE,SF,0.08,1,1,1,0,0,0,0,0,0
20831000,20830000,11,HOLLADAY,AVE,SF,0.06,1,1,1,0,0,0,0,0,0
20831000,20834000,11,WRIGHT,ST,SF,0.05,1,1,1,2.47344,25.10277,50.56916,26.47071,34.18203,138.79811
20833000,20831000,11,HOLLADAY,AVE,SF,0.06,1,1,1,0,0,0,0,0,0
20833000,33237000,11,PERALTA,AVE,SF,0.06,1,1,1,0,0,0,0,0,0
20834000,20831000,11,WRIGHT,ST,SF,0.05,1,1,1,1.63585,16.63243,54.78355,28.05923,37.36848,138.47954
20834000,21118000,11,MONTCALM,ST,SF,0.03,1,1,1,2.47344,25.10277,50.56916,26.47071,34.18203,138.79811
20835000,21122000,11,PERALTA,AVE,SF,0.06,1,1,1,16.48405,130.45105,412.16617,257.86249,277.03409,1093.9978
20835000,33287000,11,HAMPSHIRE,ST,SF,0.07,1,1,1,32.5909,170.04825,369.78445,150.34033,246.3317,969.09564
20837000,20838000,11,DELTA,ST,SF,0.05,1,1,1,1.89071,34.81443,120.98354,74.52466,58.5559,290.76923
20837000,20841000,11,HARKNESS,AVE,SF,0.05,1,1,1,1.05714,11.83189,45.01432,24.93987,24.62286,107.46608
20837000,20844000,11,DELTA,ST,SF,0.05,1,1,1,11.4525,242.43393,549.40033,379.18616,239.74539,1422.21826
20838000,20590000,11,DELTA,ST,SF,0.06,1,1,1,0,12,26,12,34,84
20838000,20591000,11,WILDE,AVE,SF,0.11,1,1,1,1.89071,34.81443,120.98354,74.52466,58.5559,290.76923
20838000,20837000,11,DELTA,ST,SF,0.05,1,1,1,4.86464,122.24054,313.67169,222.74966,138.77509,802.30164
20838000,33335000,11,WILDE,AVE,SF,0.06,1,1,1,0,0,0,0,0,0
20841000,20593000,11,HARKNESS,AVE,SF,0.05,1,1,1,1.05714,11.83189,45.01432,24.93987,24.62286,107.46608
20841000,20597000,11,MILL,ST,SF,0.1,1,1,1,0,0,0,0,0,0
20841000,20837000,11,HARKNESS,AVE,SF,0.05,1,1,1,6.58786,120.19339,235.72864,156.43648,100.97031,619.91669
20842000,20597000,11,ANKENY,ST,SF,0.01,1,1,1,2.68821,106.97635,122.06318,69.06683,54.15574,354.95032
20842000,20603000,11,HOLYOKE,ST,SF,0.03,1,1,1,0,0,0,0,0,0
20842000,20843000,11,ANKENY,ST,SF,0.02,1,1,1,0,0,0,0,0,0
20843000,20842000,11,ANKENY,ST,SF,0.02,1,1,1,0,0,0,0,0,0
20843000,20844000,11,DELTA,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20844000,20837000,11,DELTA,ST,SF,0.05,1,1,1,2.94786,46.64632,165.99785,99.46452,83.17876,398.23532
20844000,20843000,11,DELTA,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20844000,20847000,11,HAMILTON,ST,SF,0.06,1,1,1,11.4525,242.43393,549.40033,379.18616,239.74539,1422.21826
20846000,20847000,12,MANSELL,ST,SF,0.07,1,1,1,15.46644,290.44577,634.0658,371.69571,328.48572,1640.15942
20846000,20852000,11,BOWDOIN,ST,SF,0.09,1,1,1,14.25716,176.7825,434.24915,257.85349,201.27303,1084.41528
20846000,20853000,12,MANSELL,ST,SF,0.06,1,1,1,32.64226,652.44568,1788.98047,982.73138,1063.32629,4520.12598
20846000,50967000,11,BOWDOIN,ST,SF,0.04,1,1,1,0,0,0,0,0,0
20847000,20603000,12,MANSELL,ST,SF,0.06,1,1,1,12.51859,243.79942,468.06793,272.23117,245.30695,1241.92407
20847000,20844000,11,HAMILTON,ST,SF,0.06,1,1,1,2.94786,46.64632,165.99785,99.46452,83.17876,398.23532
20847000,20846000,12,MANSELL,ST,SF,0.07,1,1,1,35.51333,697.8244,1924.15002,1086.51086,1102.13574,4846.13428
20851000,20365000,11,CAMPBELL,AVE,SF,0.05,1,1,1,0,0,0,0,0,0
20851000,33337000,11,CAMPBELL,AVE,SF,0.05,1,1,1,0,0,0,0,0,0
20852000,20854000,11,OLMSTEAD,ST,SF,0.06,1,1,1,0,0,0,0,0,0
20852000,20865000,11,BOWDOIN,ST,SF,0.09,1,1,1,14.25716,176.7825,434.24915,257.85349,201.27303,1084.41528
