A,B,FT,STREETNAME,TYPE,MTYPE,DISTANCE,LANE_AM,LANE_OP,LANE_PM,EA_PCE,AM_PCE,MD_PCE,PM_PCE,EV_PCE,DAY_PCE
33144000,33643000,11,OSCEOLA,DR,SF,0.06179,1,1,1,0.285,1.00571,3.04893,0,1.685,6.02464
33145000,20092000,4,ARELIOUS WALKER,ST,SF,0.11,1,1,1,4.26,16.86385,43.3766,15.05444,19.7061,99.26099
33145000,52760000,4,CARROLL,AVE,SF,0.1093,3,3,3,0.195,0.73744,2.66408,0.90672,1.395,5.89824
33146000,20140000,4,PALOU,AVE,SF,0.1245,1,1,1,27.14259,92.2364,295.22299,169.20107,201.22679,785.02985
33146000,20157000,4,PALOU,AVE,SF,0.0055,1,1,1,26.83532,159.32225,298.37717,161.44614,172.55548,818.53638
33147000,20136000,4,PALOU,AVE,SF,0.1159,1,1,1,36.79399,179.30743,630.5769,374.75119,436.35815,1657.78772
33147000,20140000,4,PALOU,AVE,SF,0.0041,1,1,1,47.0439,303.93567,587.4823,305.06503,353.20932,1596.73621
33148000,20118000,4,PALOU,AVE,SF,0.1241,1,1,1,0.40253,2.2699,4.8218,2.76604,2.3296,12.58986
33148000,20136000,4,PALOU,AVE,SF,0.0059,1,1,1,18.29828,18.92682,46.29775,22.7827,38.89121,145.19676
33149000,23031000,4,HOLLOWAY,AVE,SF,0.036,2,2,2,45.46356,627.84204,1839.28552,952.88959,787.82355,4253.3042
33149000,23032000,4,HOLLOWAY,AVE,SF,0.00493,1,1,1,69.464,809.31445,2026.76099,1192.47583,1125.02625,5223.0415
33150000,27653000,12,25TH,AVE,SF,0.00561,1,1,1,47.8538,744.05731,2353.19189,1010.21637,376.32913,4531.64844
33150000,27655000,12,25TH,AVE,SF,0.12435,1,1,1,34.19124,592.09894,1397.54919,838.46283,753.97656,3616.27881
33151000,27655000,12,25TH,AVE,SF,0.00514,1,1,1,29.86897,603.03442,2110.88623,866.43683,298.01797,3908.24438
33151000,27662000,12,25TH,AVE,SF,0.12486,1,1,1,23.28593,213.66878,543.25909,498.10175,371.32059,1649.63611
33152000,27662000,4,EL CAMINO DEL MAR,,SF,0.00594,1,1,1,12.80577,528.91962,2041.56897,804.36005,200.16136,3587.81567
33152000,51486000,4,EL CAMINO DEL MAR,,SF,0.05406,1,1,1,12.7481,163.83325,383.50793,412.46893,237.94771,1210.50598
33153000,51387000,11,BOWLEY,ST,SF,0.12092,1,1,1,0.00007,0.036,0.43828,0.06297,0.00092,0.53825
33153000,51390000,11,BOWLEY,ST,SF,0.00908,1,1,1,0.00021,36.00046,52.56343,32.72046,51.16115,172.44571
33154000,25780000,11,EUREKA,ST,SF,0.10489,1,1,1,101.03167,498.18976,1239.02649,687.78613,1007.3349,3533.3689
33154000,25781000,11,EUREKA,ST,SF,0.00511,1,1,1,44.28998,352.33228,952.44354,432.86725,537.47565,2319.40869
33156000,25766000,11,EUREKA,ST,SF,0.00443,1,1,1,42.96359,207.21558,603.32318,338.00879,298.68332,1490.19446
33156000,25767000,11,EUREKA,ST,SF,0.10557,1,1,1,61.68046,325.28085,904.82794,507.89832,706.89966,2506.58716
33157000,25762000,11,23RD,ST,SF,0.05547,1,1,1,49.17634,343.16119,803.88477,532.50134,552.11945,2280.84302
33157000,25767000,11,23RD,ST,SF,0.00453,1,1,1,34.01754,297.38629,852.3808,526.86633,597.18549,2307.83643
33158000,20609000,11,EGBERT,AVE,SF,0.00653,1,1,1,51.40227,383.08865,1095.65015,575.91895,616.53961,2722.59961
33158000,20622000,15,BAYSHORE,BLVD,SF,0.09,2,2,2,113.10264,1405.49207,4595.2666,2726.78052,1719.80847,10560.4502
33158000,33159000,15,BAYSHORE,BLVD,SF,0.02,2,2,2,39.6642,1278.24976,3431.30786,1833.3042,657.75256,7240.27881
33158000,33647000,4,BACON,ST,SF,0.08,1,1,1,14.31621,246.5676,533.59875,383.31036,337.5076,1515.30054
33159000,20610000,15,BAYSHORE,BLVD,SF,0.06,2,2,2,39.6642,1278.24976,3431.30786,1833.3042,657.75256,7240.27881
33159000,33158000,15,BAYSHORE,BLVD,SF,0.02,2,2,2,114.1494,1476.94507,4867.86523,2991.17871,1977.47095,11427.60938
33160000,20610000,15,BAYSHORE,BLVD,SF,0.01,2,2,2,114.1494,1476.94507,4867.86523,2991.17871,1977.47095,11427.60938
33160000,33161000,15,,BLVD,SF,0.09,2,2,2,39.6642,1278.24976,3431.30786,1833.3042,657.75256,7240.27881
33161000,20574000,15,BAYSHORE,BLVD,SF,0.14,2,2,2,39.6642,1278.24976,3431.30786,1833.3042,657.75256,7240.27881
33161000,33160000,15,,BLVD,SF,0.09,2,2,2,114.1494,1476.94507,4867.86523,2991.17871,1977.47095,11427.60938
33164000,20112000,11,HAWES,ST,SF,0.05,1,1,1,0,0,0,0,0,0
33164000,20148000,11,YOSEMITE,AVE,SF,0.13,1,1,1,3.44052,23.01828,130.7171,66.6627,41.99649,265.83508
33164000,50801000,11,YOSEMITE,AVE,SF,0.12665,1,1,1,0,0,0,0,0,0
33166000,25761000,4,DIAMOND,ST,SF,0.05541,1,1,1,111.57614,834.14557,2367.96826,1229.38696,1554.16394,6097.24072
33166000,25762000,4,DIAMOND,ST,SF,0.00459,1,1,1,59.18749,642.47363,1507.28723,884.60254,926.81287,4020.36377
33168000,25757000,4,DIAMOND,ST,SF,0.05522,1,1,1,105.27074,691.39185,2195.60791,1108.02393,1468.453,5568.74756
33168000,25758000,4,DIAMOND,ST,SF,0.00478,1,1,1,35.3455,418.35733,942.53162,615.90625,543.29639,2555.43701
33169000,22042000,4,DIAMOND,ST,SF,0.05499,1,1,1,106.54536,889.69196,2741.10791,1290.8811,1660.42651,6688.65283
33169000,25757000,4,DIAMOND,ST,SF,0.00501,1,1,1,91.75617,848.15686,1855.77332,959.32043,972.61462,4727.62158
33170000,22025000,4,DIAMOND,ST,SF,0.04518,1,1,1,109.46682,889.64844,2740.82544,1285.15527,1659.5697,6684.66553
33170000,22042000,4,DIAMOND,ST,SF,0.00482,1,1,1,96.72916,848.15686,1855.15417,959.32043,972.61462,4731.9751
33175000,20548000,11,LE CONTE,AVE,SF,0.05,1,1,1,0,0,0,0,0,0
33175000,20550000,15,BAYSHORE,BLVD,SF,0.09,2,2,2,46.76834,658.99548,2014.07813,1462.87573,1351.83826,5534.55615
33178000,20576000,4,SAN BRUNO,AVE,SF,0.03,2,2,2,242.2657,1042.8811,3316.76367,1685.61292,2885.75,9173.27344
33178000,52232000,4,SAN BRUNO,AVE,SF,0.05,1,1,1,77.75744,473.11383,1035.76013,488.79712,648.46936,2723.89795
33179000,22025000,4,DIAMOND,ST,SF,0.0044,1,1,1,96.72916,848.15686,1855.15417,959.32043,972.61462,4731.9751
33179000,22040000,4,DIAMOND,ST,SF,0.0556,1,1,1,109.46682,889.64844,2740.82544,1285.15527,1659.5697,6684.66553
33180000,20556000,4,,AVE,SF,0.04,1,1,1,102.73234,315.85742,928.68622,486.59973,642.31854,2476.19434
33180000,20561000,4,SAN BRUNO,AVE,SF,0.05,1,1,1,81.42286,154.84631,364.58868,199.02628,200.3092,1000.19336
33181000,20556000,4,SAN BRUNO,AVE,SF,0.03,1,1,1,81.42286,154.84631,364.58868,199.02628,200.3092,1000.19336
33181000,33182000,4,SAN BRUNO,AVE,SF,0.01,1,1,1,102.73234,315.85742,928.68622,486.59973,642.31854,2476.19434
33182000,20555000,4,SAN BRUNO,AVE,SF,0.05,1,1,1,102.73234,315.85742,928.68622,486.59973,642.31854,2476.19434
33182000,33181000,4,SAN BRUNO,AVE,SF,0.01,1,1,1,81.42286,154.84631,364.58868,199.02628,200.3092,1000.19336
33183000,20651000,4,SAN BRUNO,AVE,SF,0.07,1,1,1,126.07706,397.73706,795.47485,371.17828,515.18463,2205.65186
33183000,28173000,4,SAN BRUNO,AVE,SF,0.02,1,1,1,130.20741,1125.19312,3300.95264,1582.24658,1130.22363,7268.82324
33183000,51666000,11,THORNTON,AVE,SF,0.02,1,1,1,0,0,0,0,0,0
33184000,20477000,11,KEITH,ST,SF,0.03,1,1,1,23.80172,161.35448,316.21811,152.21718,169.20126,822.79272
33184000,20550000,11,KEY,AVE,SF,0.13,1,1,1,0,0,0,0,0,0
33185000,22023000,4,DIAMOND,ST,SF,0.05599,1,1,1,137.50897,1015.35846,2695.96338,1255.04358,1625.88879,6729.76318
33185000,22040000,4,DIAMOND,ST,SF,0.00401,1,1,1,87.58521,824.53937,1972.80627,990.00726,1016.01318,4890.95117
33186000,22023000,4,DIAMOND,ST,SF,0.0045,1,1,1,130.79236,1374.37805,3378.58179,1720.74585,1939.82373,8544.32227
33186000,22031000,4,DIAMOND,ST,SF,0.0455,1,1,1,168.19295,1566.91968,3780.9541,1711.0249,2472.48877,9699.58008
33187000,22030000,4,DIAMOND,ST,SF,0.04579,1,1,1,129.96411,979.45337,2931.80981,1622.3894,1747.66418,7411.28076
33187000,22031000,4,DIAMOND,ST,SF,0.00421,1,1,1,92.60205,839.62787,1919.96313,1227.73499,933.77283,5013.70068
33188000,22027000,4,DIAMOND,ST,SF,0.03467,1,1,1,124.50847,1015.93744,3067.26563,1774.53979,1841.26782,7823.51904
33188000,22028000,4,DIAMOND,ST,SF,0.00533,1,1,1,53.89445,823.99945,1607.59814,975.36816,731.54486,4192.40527
33189000,21990000,12,DIAMOND HEIGHTS BLVD,BLVD,SF,0.0947,2,2,2,225.22046,1566.21045,3813.58057,2158.42114,2664.89746,10428.33008
33189000,22026000,12,DIAMOND HEIGHTS,BLVD,SF,0.00527,2,2,2,72.12164,1168.32153,2728.89233,1524.80725,1494.55286,6988.6958
33190000,21963000,11,ADDISON,ST,SF,0.07507,1,1,1,210.51294,876.50946,1969.67505,919.51855,1761.29834,5737.51416
33190000,21990000,11,ADDISON,ST,SF,0.00493,1,1,1,44.07666,747.00964,1818.48193,884.22186,1124.88464,4618.6748
33191000,21960000,11,FARNUM,ST,SF,0.04459,1,1,1,173.8658,788.26099,1735.29114,773.57928,1582.5564,5053.55371
33191000,21963000,11,FARNUM,ST,SF,0.00541,1,1,1,39.96183,705.31512,1681.93176,784.15826,944.86755,4156.23438
33192000,22374000,11,REPOSA,WY,SF,0.04581,1,1,1,1.32071,31.78095,85.62524,51.24936,85.97295,255.94923
33192000,22376000,11,REPOSA,WY,SF,0.00419,1,1,1,1.29321,42.88357,80.96837,40.71893,81.01714,246.88123
33193000,22371000,11,MYRA,WY,SF,0.04546,1,1,1,7.05821,107.44848,268.50616,163.5145,196.58914,743.11652
33193000,22375000,11,MYRA,WY,SF,0.00454,1,1,1,29.59753,360.5806,792.21082,414.75974,417.57986,2014.72852
33194000,22370000,11,MYRA,WY,SF,0.0745,1,1,1,6.49321,104.17419,256.60651,157.74022,191.19414,716.20825
33194000,22371000,11,MYRA,WY,SF,0.0055,1,1,1,15.8465,197.73381,471.2149,250.60771,259.79361,1195.19653
33195000,22370000,11,MYRA,WY,SF,0.00571,1,1,1,15.8465,197.73381,471.2149,250.60771,259.79361,1195.19653
33195000,22397000,11,MYRA,WY,SF,0.05429,1,1,1,6.49321,104.17419,256.60651,157.74022,191.19414,716.20825
33196000,22391000,11,MYRA,WY,SF,0.12467,1,1,1,0.06,24.165,54.15321,25.48566,69.1725,173.03638
33196000,22397000,11,MYRA,WY,SF,0.00533,1,1,1,3.74821,71.46723,157.46654,74.95455,116.37729,424.01382
33197000,22865000,12,LAGUNA HONDA,BLVD,SF,0.04282,2,2,2,479.48029,2756.70386,6156.97656,3158.15186,4705.36426,17256.67773
33197000,33198000,12,LAGUNA HONDA,BLVD,SF,0.01135,2,2,2,419.99603,2407.96118,5604.92676,2932.83521,3412.74048,14778.45996
33197000,52831000,11,HOSPITAL,ACCESS,SF,0.1541,1,1,1,56.72801,330.15189,928.61407,422.58884,519.70068,2257.78345
33198000,22867000,12,LAGUNA HONDA,BLVD,SF,0.09943,2,2,2,419.99603,2407.96118,5604.92676,2932.83521,3412.74048,14778.45996
33198000,33197000,12,LAGUNA HONDA,BLVD,SF,0.01059,2,2,2,444.2652,2702.07275,5981.66455,3014.58936,4505.95117,16648.54297
33199000,27037000,12,CLARENDON,AVE,SF,0.01029,1,1,1,125.6486,1044.69263,2668.48267,1397.94897,1676.59924,6913.37207
33199000,33201000,12,CLARENDON,AVE,SF,0.2709,2,2,2,119.56203,1092.1333,2394.03174,1183.19543,1407.58777,6196.51025
33200000,26241000,11,OLYMPIA,WY,SF,0.09938,1,1,1,17.95954,125.77584,309.1987,168.34978,176.46793,797.75177
33200000,26242000,11,OLYMPIA,WY,SF,0.01062,1,1,1,10.73622,140.8553,336.53561,210.38567,212.95837,911.47119
33201000,26242000,12,CLARENDON,AVE,SF,0.0088,2,2,2,119.56203,1092.1333,2394.03174,1183.19543,1407.58777,6196.51025
33201000,33199000,12,CLARENDON,AVE,SF,0.2709,2,2,2,125.6486,1044.69263,2668.48267,1397.94897,1676.59924,6913.37207
33202000,26242000,12,CLARENDON,AVE,SF,0.0606,2,2,2,134.54584,1087.04517,2739.94385,1433.53113,1717.60693,7112.67285
33202000,33572000,12,CLARENDON,AVE,SF,0.0094,2,2,2,121.23595,1149.56531,2492.83008,1260.81348,1485.08594,6509.53076
33203000,26245000,12,CLARENDON,AVE,SF,0.0074,2,2,2,121.23595,1149.56531,2492.83008,1260.81348,1485.08594,6509.53076
33203000,32912000,12,CLARENDON,AVE,SF,0.0626,2,2,2,134.54584,1087.04517,2739.94385,1433.53113,1717.60693,7112.67285
33204000,20196000,11,NEWCOMB,AVE,SF,0.04,1,1,1,49.21732,201.32898,446.94724,246.69057,260.38077,1204.56482
33204000,28223000,11,WHITNEY YOUNG,CIR,SF,0.02,1,1,1,8.70894,63.98869,200.85461,113.12321,130.07198,516.74744
33204000,33143000,11,,CIR,SF,0.07,1,1,1,23.6306,98.435,220.43065,128.43282,145.41519,616.34424
33205000,20285000,11,WHEELER,AVE,SF,0.11,1,1,1,0,0,0,0,0,0
33205000,20291000,11,HESTER,AVE,SF,0.04,1,1,1,18.91562,181.85774,357.29001,174.50291,167.91982,900.48608
33205000,33206000,11,HESTER,AVE,SF,0.05,1,1,1,1.595,18.59927,79.05232,47.22722,45.26905,191.74287
33206000,20282000,11,PENINSULA,AVE,SF,0.1,1,1,1,2.77393,34.30815,84.22468,45.56591,39.47286,206.34552
33206000,33205000,11,HESTER,AVE,SF,0.05,1,1,1,18.91562,181.85774,357.29001,174.50291,167.91982,900.48608
33206000,33209000,11,HESTER,AVE,SF,0.22,1,1,1,0,0,0,0,0,0
33209000,20296000,15,BAYSHORE,BLVD,SF,0.19,2,2,2,525.9729,2534.17798,7243.49316,3586.76221,5377.53369,19267.93945
33209000,20465000,15,BAYSHORE,BLVD,SF,0.2188,2,2,2,133.41135,543.88788,1647.67102,872.69641,1144.52295,4342.18945
33209000,33206000,11,HESTER,AVE,SF,0.22,1,1,1,12.98845,90.70052,357.00583,230.88391,230.09834,921.67706
33209000,52119000,15,BAYSHORE,BLVD,SF,0.11,2,2,2,603.10748,3976.09204,9394.1543,4607.27588,6226.84424,24807.47461
33210000,20257000,4,HARNEY,WY,SF,0.13,2,2,2,28.69713,118.42305,477.22055,261.97791,315.02972,1201.34839
33210000,20259000,4,HARNEY,WY,SF,0.25,2,2,2,44.61541,184.02638,559.20929,211.28719,307.46198,1306.60022
33210000,33229000,11,EXECUTIVE PARK,BLVD,SF,0.06,1,1,1,2.16,8.45679,53.87714,37.09512,32.77071,134.35977
33211000,26083000,11,HOFFMAN,AVE,SF,0.00532,1,1,1,0.12571,33.40622,139.43193,97.73963,99.67713,370.38065
33211000,26084000,11,HOFFMAN,AVE,SF,0.05468,1,1,1,32.21418,113.18684,214.31981,114.32787,129.93875,603.98743
33212000,26082000,11,HOFFMAN,AVE,SF,0.10237,1,1,1,24.12571,63.40622,191.43193,143.4415,150.67714,573.08252
33212000,26083000,11,HOFFMAN,AVE,SF,0.00763,1,1,1,8.21418,83.18684,162.31981,84.01976,78.93876,416.67935
33213000,20226000,11,HUDSON,AVE,SF,0.0238,1,1,1,35.9524,234.82161,715.75775,403.24539,497.05481,1886.83191
33213000,20227000,11,HUDSON,AVE,SF,0.0062,1,1,1,12.51182,100.59958,249.22726,113.99535,121.98656,598.32056
33214000,20201000,11,HUDSON,AVE,SF,0.15408,1,1,1,36.6424,238.1266,732.0238,412.29144,504.98624,1924.07043
33214000,20215000,11,HUDSON,AVE,SF,0.00592,1,1,1,13.91432,134.75671,298.21869,136.36177,165.86023,749.11169
33215000,20193000,11,HUDSON,AVE,SF,0.06297,1,1,1,37.12239,239.8266,736.84204,415.2504,508.07874,1937.12012
33215000,20201000,11,HUDSON,AVE,SF,0.00703,1,1,1,14.51932,136.82564,303.70621,137.92177,168.52094,761.49384
33216000,20191000,11,,ST,SF,0.01522,1,1,1,1.50893,42.83699,91.57053,52.37164,56.95501,245.24309
33218000,21046000,4,CRESCENT,AVE,SF,0.00591,1,1,1,88.97189,296.42935,1129.27759,937.15344,759.33881,3211.17114
33218000,21048000,4,CRESCENT,AVE,SF,0.02409,1,1,1,204.14909,1090.64233,2325.77539,1097.16394,1176.73035,5894.46094
33219000,20092000,11,EGBERT,AVE,SF,0.13,1,1,1,0.02849,0.13128,0.63915,0.25587,0.39925,1.45403
33219000,33223000,11,EARL,ST,SF,0.05,1,1,1,4.11589,16.43206,42.27982,14.71619,18.93436,96.47831
33219000,33644000,11,EGBERT,AVE,SF,0.12,1,1,1,0,0,0,0,0,0
33220000,20092000,4,ARELIOUS WALKER,ST,SF,0.05,3,3,3,0.16651,0.60616,2.02493,0.65086,0.99575,4.44421
33220000,33221000,4,ARELIOUS WALKER,ST,SF,0.05,1,1,1,0.08547,0.06712,1.24018,0.92358,0.87268,3.18904
33220000,33223000,11,FITZGERALD,AVE,SF,0.13,1,1,1,0.07628,0.16654,0.55823,0.15939,0.44777,1.4082
33221000,20097000,4,GILMAN,AVE,SF,0.04,2,2,2,4.13263,18.89945,91.09911,53.04679,48.22361,215.4016
33221000,33220000,4,ARELIOUS WALKER,ST,SF,0.05,3,3,3,0.16651,0.60616,2.06557,0.65086,1.00898,4.49807
33221000,33222000,4,GILMAN,AVE,SF,0.13,1,1,1,4.29044,105.65031,66.17429,27.84972,19.50586,223.47061
33222000,33221000,4,GILMAN,AVE,SF,0.13,2,2,2,4.19151,19.24874,91.03231,52.39972,47.88887,214.76115
33222000,33223000,11,EARL,ST,SF,0.05,1,1,1,0.02849,0.01384,0.09886,0.00486,0.0728,0.21885
33222000,33226000,4,GILMAN,AVE,SF,0.12,1,1,1,0.13261,2.49655,3.26243,0.24062,0.96587,7.09807
33223000,20051000,11,FITZGERALD,AVE,SF,0.12,1,1,1,0,0,0.1305,0,0.01678,0.14727
33223000,33219000,11,EARL,ST,SF,0.05,1,1,1,0.02849,0.01384,0.009,0.00486,0.06925,0.12543
33223000,33220000,11,FITZGERALD,AVE,SF,0.13,1,1,1,0.01763,0.03187,1.21673,0.91222,0.85049,3.02894
33223000,33222000,11,EARL,ST,SF,0.05,1,1,1,4.19217,16.59859,42.79741,14.87558,19.36891,97.83266
33224000,20463000,11,MEADE,AVE,SF,0.02,1,1,1,0,0,0,0,0,0
33224000,33228000,11,MEADE,AVE,SF,0.05,1,1,1,0,0,0,0,0,0
33224000,33234000,11,JENNINGS,CT,SF,0.05,1,1,1,0,0,0,0,0,0
33225000,21180000,4,ELLSWORTH,ST,SF,0.009,1,1,1,4.9875,59.75636,222.47705,122.28407,172.19789,581.70288
33225000,24891000,4,ELLSWORTH,ST,SF,0.06126,1,1,1,26.86536,351.30569,677.99091,355.06171,348.25705,1759.48071
33226000,20051000,11,DONAHUE,ST,SF,0.05,1,1,1,0.14901,3.5121,5.60441,0.72469,2.58155,12.57177
33226000,33222000,4,GILMAN,AVE,SF,0.12,2,2,2,0,0,0,0,0,0
33226000,33646000,4,HUNTERS POINT,EX,SF,0.18,2,2,2,0.03049,0.41283,4.47262,1.94682,2.48369,9.34644
33227000,20434000,4,JAMESTOWN,AVE,SF,0.06,1,1,1,1.59177,9.10483,35.00383,10.14076,9.35584,65.19703
33227000,20439000,11,HAWES,ST,SF,0.04,1,1,1,19.24108,151.34424,589.92078,306.76392,141.51666,1208.78662
33227000,20445000,4,JAMESTOWN,AVE,SF,0.06,2,2,2,24.42224,107.18821,249.93123,123.11784,167.70218,672.36169
33228000,33224000,11,MEADE,AVE,SF,0.05,1,1,1,0,0,0,0,0,0
33228000,33645000,11,LE CONTE,AVE,SF,0.06,1,1,1,0,0,0,0,0,0
33228000,50825000,11,LE CONTE,AVE,SF,0.08,1,1,1,0,0,0,0,0,0
33229000,20262000,11,EXECUTIVE PARK,BLVD,SF,0.1,1,1,1,2.16,8.45679,53.87714,37.09512,32.77071,134.35977
33229000,33210000,11,EXECUTIVE PARK,BLVD,SF,0.06,1,1,1,2.7025,24.1156,46.02148,23.13103,14.92002,110.89063
33232000,20262000,7,THOMAS MELLON,DR,SF,0.07,1,1,1,0,0,0,0,0,0
33232000,33233000,7,,CIR,SF,0.05,1,1,1,0,12,26,12,34,84
33233000,20257000,7,THOMAS MELLON,CIR,SF,0.05,1,1,1,43.33394,137.47379,704.40448,391.80106,477.94528,1754.9585
33233000,33232000,7,,CIR,SF,0.05,1,1,1,0,0,0,0,0,0
33234000,20463000,11,,CT,SF,0.05,1,1,1,0,0,0,0,0,0
33234000,33224000,11,JENNINGS,CT,SF,0.05,1,1,1,0,0,0,0,0,0
33234000,50824000,11,JENNINGS,CT,SF,0.02,1,1,1,0,0,0,0,0,0
33237000,20833000,11,,AVE,SF,0.06,1,1,1,0,0,0,0,0,0
33237000,20835000,11,PERALTA,AVE,SF,0.02,1,1,1,32.5909,170.04825,369.78445,154.27789,246.3317,973.0332
33238000,33114000,11,RANKIN,ST,SF,0.05,1,1,1,0,0,0,0,0,0
33238000,33239000,11,INNES,AVE,SF,0.12,1,1,1,20.34833,61.76016,345.53186,184.58363,269.40781,881.63177
33239000,20796000,11,INNES,AVE,SF,0.1,1,1,1,6.36719,21.39025,62.02697,25.09101,56.66154,171.53696
33239000,33111000,11,SELBY,ST,SF,0.05,1,1,1,13.3525,81.94864,280.12769,90.76984,95.59476,561.7934
33239000,33112000,11,SELBY,ST,SF,0.04,1,1,1,42.45004,225.50066,917.44183,410.0011,503.57193,2098.96558
33239000,33238000,11,INNES,AVE,SF,0.12,1,1,1,18.40914,68.1142,151.6424,47.56039,92.90063,378.62677
33240000,20717000,11,RANKIN,ST,SF,0.11,1,1,1,0,0,0,0,0,0
33240000,33629000,11,MC KINNON,AVE,SF,0.13,1,1,1,0,0,0,0,0,0
33241000,20534000,11,BAYVIEW,CIR,SF,0.04,1,1,1,0,0,0,0,0,0
33241000,33242000,11,BAYVIEW,CIR,SF,0.09,1,1,1,0,0,0,0,0,0
33241000,33246000,11,,WY,SF,0.01,1,1,1,0,0,0,0,0,0
33242000,33241000,11,BAYVIEW,CIR,SF,0.09,1,1,1,0,0,0,0,0,0
33242000,33243000,11,BAYVIEW,CIR,SF,0.12,1,1,1,0,0,0,0,0,0
33243000,33242000,11,BAYVIEW,CIR,SF,0.12,1,1,1,0,0,0,0,0,0
33243000,33244000,11,BAYVIEW,CIR,SF,0.1,1,1,1,8.01447,152.45869,168.19681,58.29592,81.99835,468.96423
33244000,33243000,11,BAYVIEW,CIR,SF,0.1,1,1,1,3.54551,26.74418,114.39629,107.45576,72.36795,324.50967
33244000,33245000,11,WHITECLIFF,WY,SF,0.03,1,1,1,0,0,0,0,0,0
33244000,33247000,11,BAYVIEW,CIR,SF,0.03,1,1,1,8.01447,152.45869,168.19681,58.29592,81.99835,468.96423
33245000,33244000,11,WHITECLIFF,WY,SF,0.03,1,1,1,0,0,0,0,0,0
33245000,33246000,11,WHITECLIFF,WY,SF,0.04,1,1,1,0,0,0,0,0,0
33245000,50866000,11,,CT,SF,0.02,1,1,1,0,0,0,0,0,0
33246000,33241000,11,,WY,SF,0.01,1,1,1,0,0,0,0,0,0
33246000,33245000,11,WHITECLIFF,WY,SF,0.04,1,1,1,0,0,0,0,0,0
33246000,50867000,11,CLEARVIEW,CT,SF,0.02,1,1,1,0,0,0,0,0,0
33247000,20534000,11,NEWHALL,ST,SF,0.04,1,1,1,6.12008,75.75243,170.19539,111.0081,89.63618,452.71219
33247000,20677000,11,NEWHALL,ST,SF,0.04,1,1,1,16.1001,270.28891,455.22626,217.55646,173.93057,1133.10229
33247000,33244000,11,BAYVIEW,CIR,SF,0.03,1,1,1,3.54551,26.74418,114.39629,107.45576,72.36795,324.50967
33250000,20682000,11,,ST,SF,0.03,1,1,1,1.86571,6.76571,31.42929,19.73437,21.71761,81.5127
33250000,20683000,11,QUINT,ST,SF,0.05,1,1,1,3.35964,23.98107,51.29365,15.67456,17.22001,111.52894
33250000,50869000,11,REVERE,AVE,SF,0.02,1,1,1,0,0,0,0,0,0
33251000,20776000,11,ELMIRA,ST,SF,0.06,1,1,1,0,0,0,0,0,0
33251000,33649000,11,ELMIRA,ST,SF,0.07,1,1,1,0,0,0,0,0,0
33255000,20747000,11,REVERE,AVE,SF,0.13,1,1,1,3.015,7.5075,33.69393,12.92342,18.55893,75.69878
33255000,20753000,11,REVERE,AVE,SF,0.11,1,1,1,7.51199,180.53029,465.80496,338.96759,187.08078,1179.89563
33255000,20756000,11,SELBY,ST,SF,0.05,1,1,1,0,0,0,0,0,0
33263000,20504000,7,3RD,ST,SF,0.03,2,2,2,106.4179,550.79102,1596.55017,821.47083,750.18793,3825.41772
33263000,20505000,7,LANE,ST,SF,0.0264,1,1,1,16.29593,77.0526,203.09254,128.65417,193.91245,619.00769
33268000,21011000,4,SAN BRUNO,AVE,SF,0.01,1,1,1,85.45072,778.32367,2065.75024,1202.23132,1248.27576,5380.03174
33268000,33325000,4,SAN BRUNO,AVE,SF,0.03,1,1,1,599.54498,1980.90552,4546.59229,2070.72192,3823.58252,13021.34766
33269000,20496000,7,3RD,ST,SF,0.06,2,2,2,116.47721,508.83594,1943.53577,1202.7428,1014.82373,4786.41553
33269000,20659000,7,3RD,ST,SF,0.06,2,2,2,221.06612,1300.31433,3274.13013,1621.62292,1816.32739,8233.46094
33269000,20664000,4,PALOU,AVE,SF,0.1225,2,2,2,50.81479,237.64484,629.55597,425.50189,137.99884,1481.51636
33269000,33135000,4,PALOU,AVE,SF,0.0052,2,2,2,42.70572,113.90096,310.53479,180.58539,221.25468,868.98151
33270000,20656000,15,BAYSHORE,BLVD,SF,0.1,1,1,1,55.47617,286.60208,897.16687,656.07617,370.14224,2265.46362
33270000,20769000,11,AUGUSTA,ST,SF,0.05,1,1,1,8.27502,226.39497,884.14142,555.20612,372.05414,2046.07166
33270000,20773000,15,BAYSHORE,BLVD,SF,0.16,1,1,1,87.55565,1621.74011,4343.63184,2627.69043,1171.82849,9852.44629
33270000,51658000,11,BOUTWELL,ST,SF,0.07,1,1,1,0,0,0,0,0,0
33272000,20633000,11,WAYLAND,ST,SF,0.06,1,1,1,0,0,0,0,0,0
33272000,33273000,4,SAN BRUNO,AVE,SF,0.09,1,1,1,71.98952,182.76797,375.5408,181.73581,246.73515,1058.76929
33272000,33647000,4,SAN BRUNO,AVE,SF,0.09,1,1,1,108.24914,351.94174,692.5271,358.22812,414.15503,1925.10107
33272000,51662000,11,WAYLAND,ST,SF,0.03,1,1,1,0,0,0,0,0,0
33273000,20600000,4,SAN BRUNO,AVE,SF,0.09,1,1,1,71.98952,182.76797,375.5408,181.73581,246.73515,1058.76929
33273000,20631000,11,WOOLSEY,ST,SF,0.06,1,1,1,0,0,0,0,0,0
33273000,33272000,4,SAN BRUNO,AVE,SF,0.09,1,1,1,84.48934,157.98866,399.52048,252.81146,279.5592,1174.36914
